link,project_acc_bioprj,project_title_bioprj,project_description_bioprj,common_name,organism_biosamp,clade,n_biosample_accs,date_dataset_first_added_to_this_list,has_latlong_in_NCBI,is_salmonoid,commenter,comments,commenter_spatialdata,comments_about_spatial_data_location,keepinrunning_YN,link_to_published_paper,datathon_project_index,scientificname_worms,rad_method,Category,isMarine_worms,isBrackish_worms,isFreshwater_worms,isTerrestrial_worms,isCoral,kingdom_worms,phylum_worms,class_worms,order_worms,family_worms,genus_worms,somePopsFWorBrackish,isInvasiveRange,isMaybeHybrid,DiffbyDepthSuspected,isAdultBenthicMarine,isNektonSometimes,isInvert,isFish,isAmniote,isPlant,PLD_point,PLD_point_citation,PLD_minmax,PLD_Min,PLD_Max,PLD_point2,PLD_minmax_citation,PLD_Method,Brooding,Planktonic_Mode,PLD_method_citation,isPlanktonic_atanypoint,isPlanktonic_atanypoint_citation,Spawning_mode,Spawning_mode_citation,Larval_feeding,Adult_Motility,Larval_feeding_citation,Large_Adult_Range,Large_Adult_Range_citation,ReturnToSpawningGround,ReturnToSpawningGround_citation,Spawnlocation,Spawnlocation_citation,Fecundity_EggsFemaleSpawn,Fecundity_EggsFemaleSpawn_citation,Fecundity_SpawnFrequency,Fecundity_SpawnFrequency_citation,Fecundity_EggSize,LogEgg,Fecundity_EggSize_citation,Body_Size,Body_Size_citation,Reproductive_Age,Reproductive_Age_citation,Longevity,Coded_longevity,Longevity_citation,Generational_Structure,Generational_Structure_citation,Asexual_Stage,Asexual_Stage_citation,Human_Interactions_economic,Human_Interactions_economic_citation,Census_Size,Census_Size_citation,Range_Size,Genome_Size_MB,Genome_Size_MB_citation,Genome_Size_picoGrams,Genome_Size_picoGrams_citation,senior check-off,Time Spent (minutes),Citations,Comments_traits,Image_Citation,final_keepers
PRJNA666456_Acropora-cervicornis,PRJNA666456,RADseq of A. cervicornis data in thermal stress testing,RADseq associated with A.cervicornis thermal stress testing,NA,Acropora cervicornis,NA,18,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Acropora cervicornis,NA,NA,1,0,0,0,NA,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,F,F,F,T,T,F,T,F,F,F,10,https://doi.org/10.7717/peerj.9705,7–70,NA,NA,NA,https://doi.org/10.7717/peerj.9705,Culture chambers,F,P,https://doi.org/10.7717/peerj.9705,T,https://doi.org/10.7717/peerj.9705,F,https://doi.org/10.7717/peerj.9705,T,F,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA565239_Acropora-hyacinthus,PRJNA565239,Acropora hyacinthus Raw sequence reads,"Adult and juvenile Acropora hyacinthus were sampled around Yap Island, Micronesia to investigate patterns of coral recruitment at local scales.",NA,Acropora hyacinthus,NA,299,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Acropora hyacinthus,NA,NA,1,NA,0,0,NA,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,F,F,F,F,T,F,T,F,F,F,21,https://doi.org/10.1371/journal.pone.0188568,?–93,NA,NA,NA,https://doi.org/10.1371/journal.pone.0188568,Aquarium,F,P,https://doi.org/10.1371/journal.pone.0188568,T,https://doi.org/10.1371/journal.pone.0188568,F,https://doi.org/10.1371/journal.pone.0188568,T,F,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Larvae = https://doi.org/10.1371/journal.pone.0188568,NA,NA,FALSE
PRJNA657822_Acropora-hyacinthus,PRJNA657822,Ecological genomics of distinct bleaching tolerances among cryptic coral species,"Low-coverage genome sequencing of colonies of Acropora hyacinthus from Ofu, American Samoa that showed variable bleaching responses to the 2015 bleaching event.",NA,Acropora hyacinthus,NA,114,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Acropora hyacinthus,NA,NA,1,NA,0,0,NA,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,F,F,F,F,T,F,T,F,F,F,21,https://doi.org/10.1371/journal.pone.0188568,?–93,NA,NA,NA,https://doi.org/10.1371/journal.pone.0188568,Aquarium,F,P,https://doi.org/10.1371/journal.pone.0188568,T,https://doi.org/10.1371/journal.pone.0188568,F,https://doi.org/10.1371/journal.pone.0188568,T,F,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Larvae = https://doi.org/10.1371/journal.pone.0188568,NA,NA,FALSE
PRJNA434194_Acropora-millepora,PRJNA434194,Potential and limits for rapid genetic adaptation to warming in a Great Barrier Reef coral,Genotyping data for five populations of Acropora millepora from the Great Barrier Reef (2bRAD method),Stony coral2,Acropora millepora,NA,109,43790,n,n,"CR, Sofia Beskid via DIPnet datathon","duplicate species dataset, this one dropped - very short reads (35 ish bp) compared to other dataset for this species",CR,reasonable names,no,https://doi.org/10.1371/journal.pgen.1007220,M0029,Acropora millepora,2b-RAD,Passive Pelagic Dispersal,1,0,0,0,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,F,F,F,T,T,F,T,F,F,F,10,https://doi.org/10.1371/journal.pone.0188568,3–93,3,93,10,https://doi.org/10.1371/journal.pone.0188568,"Aquarium, model",F,P,https://doi.org/10.1371/journal.pone.0188568,T,https://doi.org/10.1371/journal.pone.0188568,F,https://doi.org/10.1371/journal.pone.0188568,L,F,doi:10.1007/s00338-012-0999-4,F,coraltraits.org,F,coraltraits.org,Indo-Pacific,coraltraits.org,5200,https://doi.org/10.3390/d11040060; assume 100cm^2 live colony area,1–2,https://doi.org/10.1038/s41598-020-68289-4,0.65,0.21748394421390627,https://doi.org/10.1038/s41598-020-68289-4,200,coraltraits.org,1–3,https://animaldiversity.org/accounts/Acropora_millepora/,INDET,99,NA,I,NA,T,NA,NA,NA,NA,NA,NA,384-447,https://doi.org/10.1093/molbev/msaa216,NA,NA,JW,NA,Larvae = https://doi.org/10.1371/journal.pone.0188568 |  https://doi.org/10.1890/10-0143.1,NA,NA,FALSE
PRJNA593014_Acropora-millepora,PRJNA593014,Association test for bleaching and adaptive evolution in the coral Acropora millepora,"Although reef-building corals are rapidly declining worldwide, responses vary both within and among species. The inter-individual differences are partly heritable, raising the possibility of a predictive model of bleaching in the wild that incorporates genomic as well as environmental data. Towards that goal, we generated a chromosome-scale genome assembly for the coral Acropora millepora and obtained whole genome sequences for 237 phenotyped samples collected at 12 reefs distributed along the Great Barrier Reef. There was little population structure among the reefs overall, but scanning for localized genomic regions with greater evidence of structure, we detected signatures of long-term balancing selection in the heat-shock co-chaperone sacsin. We further used 213 of the samples to conduct a genome-wide association study of bleaching and incorporated the polygenic score derived from it into a predictive model. These results thus set the stage for the use of genomics-based approaches in coral conservation strategies.",Stony coral2,Acropora millepora,NA,256,44169,y,NA,EDC,NA,NA,NA,yes,NA,NA,Acropora millepora,WGS,Passive Pelagic Dispersal,1,0,0,0,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,F,F,F,T,T,F,T,F,F,F,10,https://doi.org/10.1371/journal.pone.0188568,3–93,3,93,10,https://doi.org/10.1371/journal.pone.0188568,"Aquarium, model",F,P,https://doi.org/10.1371/journal.pone.0188568,T,https://doi.org/10.1371/journal.pone.0188568,F,https://doi.org/10.1371/journal.pone.0188568,L,F,doi:10.1007/s00338-012-0999-4,F,coraltraits.org,F,coraltraits.org,Indo-Pacific,coraltraits.org,5200,https://doi.org/10.3390/d11040060; assume 100cm^2 live colony area,1–2,https://doi.org/10.1038/s41598-020-68289-4,0.65,0.21748394421390627,https://doi.org/10.1038/s41598-020-68289-4,200,coraltraits.org,1–3,https://animaldiversity.org/accounts/Acropora_millepora/,INDET,99,NA,I,NA,T,NA,NA,NA,NA,NA,NA,384-447,https://doi.org/10.1093/molbev/msaa216,NA,NA,JW,NA,Larvae = https://doi.org/10.1371/journal.pone.0188568 |  https://doi.org/10.1890/10-0143.1,NA,NA,TRUE
PRJNA407327_Acropora-palmata,PRJNA407327,"Genome-wide survey of single-nucleotide polymorphisms reveals fine-scale population structure and signs of selection in the threatened Caribbean elkhorn coral, Acropora palmata","The advent of next-generation sequencing tools has made it possible to conduct fine-scale surveys of population differentiation and genome-wide scans for signatures of selection in non-model organisms. Such surveys are of particular importance in sharply declining coral species, since knowledge of population boundaries and signs of local adaptation can inform restoration and conservation efforts. Here, genome-wide surveys of single-nucleotide polymorphisms in the threatened Caribbean elkhorn coral, Acropora palmata, reveal fine-scale population structure and infer the major barrier to gene flow that separates the eastern and western Caribbean populations between the Bahamas and Puerto Rico. The exact location of this break had been subject to discussion because two previous studies based on microsatellite data had come to differing conclusions. We investigate this contradiction by analyzing an extended set of 11 microsatellite markers including the five previously employed and discovered that one of the original microsatellite loci is apparently under selection. Exclusion of this locus reconciles the results from the SNP and the microsatellite datasets. Scans for outlier loci in the SNP data detected 13 candidate loci under positive selection. Together, these results suggest that restoration of populations should use local sources and utilize existing functional variation among populations in ex situ crossing experiments to improve stress resistance of this species.",Elkhorn coral,Acropora palmata,NA,72,43790,n,n,"CR, Sofia Beskid via DIPnet datathon","NCBI and paper says reads are paired, they assembled just forward then just reverse and compared them in paper (altho it sounds like then they focused on just forward), but only getting 1 file for each sample from NCBI - after contacting authors, seems that NCBI uploaded 1 file per sample and some are reverse and some are forward. this one is on hold until this gets sorted out. I asked them to send me an email if/when they sort it out.",CR,"Table 1 in paper has long lats, reasonable names in run selector",maybe,https://doi.org/10.7717/peerj.4077,M0028,Acropora palmata,ddRAD,Passive Pelagic Dispersal,1,0,0,0,NA,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,F,F,F,T,T,F,T,F,F,F,10,https://doi.org/10.7717/peerj.9705,7–70,NA,NA,NA,https://doi.org/10.7717/peerj.9705,Culture chambers,F,P,https://doi.org/10.7717/peerj.9705,T,https://doi.org/10.7717/peerj.9705,F,https://doi.org/10.7717/peerj.9705,T,F,NA,F,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Larvae = https://doi.org/10.7717/peerj.9705,",NA,NA,FALSE
PRJNA473816_Acropora-palmata,PRJNA473816,Genome-wide survey of Caribbean Acroporids,"The sympatric corals Acropora palmata and A. cervicornis form the hybrid, A. prolifera, whose abundance has continued to increase, either through fragmentation or sexual reproduction, while the parental species decline. We are using genomic sequence data from the two parental species and their hybrids to further characterize the patterns of genomic synteny, divergence and introgression across hybrid zones. The data provided through this project constitutes the collaborative work of the Iliana Baums's Lab at Pennsylvania State University, Webb Miller at Pennsylvania State University and Nicole Fogarty's Lab at NOVA Southeastern University.",Elkhorn coral,Acropora palmata,NA,27,43790,n,n,"JW, Sofia Beskid via DIPnet datathon",Authors responded. Awaiting publication before derived data are sent.,JW,NA,yes,https://doi.org/10.1101/2020.09.26.314773 | https://doi.org/10.1534/g3.119.400125,M0040,Acropora palmata,WGS,Passive Pelagic Dispersal,1,0,0,0,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,F,F,F,T,T,F,T,F,F,F,10,https://doi.org/10.7717/peerj.9705,7–70,7,70,10,https://doi.org/10.7717/peerj.9705,Culture chambers,F,P,https://doi.org/10.7717/peerj.9705,T,https://doi.org/10.7717/peerj.9705,F,https://doi.org/10.7717/peerj.9705,L,F,doi:10.1007/s00338-012-0999-4,F,coraltraits.org,F,coraltraits.org,Caribbean,coraltraits.org,NA,NA,1–2,https://doi.org/10.1038/s41598-020-68289-4,0.56100000000000005,0.19340290306241747,Valerie Chamberlain - DOI coming soon. Ask Eric,200,coraltraits.org,1–3,https://animaldiversity.org/accounts/Acropora_millepora/,INDET,99,NA,I,NA,T,NA,NA,NA,NA,NA,NA,384-447,https://doi.org/10.1093/molbev/msaa216,NA,NA,JW,NA,"Larvae = https://doi.org/10.7717/peerj.9705,",NA,NA,TRUE
PRJNA473816_Acropora-prolifera,PRJNA473816,Genome-wide survey of Caribbean Acroporids,"The sympatric corals Acropora palmata and A. cervicornis form the hybrid, A. prolifera, whose abundance has continued to increase, either through fragmentation or sexual reproduction, while the parental species decline. We are using genomic sequence data from the two parental species and their hybrids to further characterize the patterns of genomic synteny, divergence and introgression across hybrid zones. The data provided through this project constitutes the collaborative work of the Iliana Baums's Lab at Pennsylvania State University, Webb Miller at Pennsylvania State University and Nicole Fogarty's Lab at NOVA Southeastern University.",Elkhorn coral,Acropora prolifera,NA,13,43790,n,n,"JW, Sofia Beskid via DIPnet datathon","EDC - this is a hybrid ""species"" between A. cervicornis and A. palmata. Authors responded. Awaiting publication before derived data are sent. 
Acropora prolifera",JW,NA,yes - but!,https://doi.org/10.1101/2020.09.26.314773 | https://doi.org/10.1534/g3.119.400125,M0040,Acropora prolifera,WGS,Passive Pelagic Dispersal,1,0,0,0,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,F,F,T,T,T,F,T,F,F,F,10,https://doi.org/10.7717/peerj.9705,7–70,7,70,10,https://doi.org/10.7717/peerj.9705,Culture chambers,F,P,https://doi.org/10.7717/peerj.9705,T,https://doi.org/10.7717/peerj.9705,F,https://doi.org/10.7717/peerj.9705,L,F,doi:10.1007/s00338-012-0999-4,F,coraltraits.org,F,coraltraits.org,Caribbean,coraltraits.org,NA,NA,1–2,https://doi.org/10.1038/s41598-020-68289-4,0.65,0.21748394421390627,https://doi.org/10.1038/s41598-020-68289-4,200,coraltraits.org,1–3,https://animaldiversity.org/accounts/Acropora_millepora/,INDET,99,NA,I,NA,T,NA,NA,NA,NA,NA,NA,384-447,https://doi.org/10.1093/molbev/msaa216,NA,NA,JW,NA,"Larvae = https://doi.org/10.7717/peerj.9705,",NA,NA,TRUE
PRJNA361144_Agaricia-fragilis,PRJNA361144,Vertical connectivity assessment of two coral species in Bermuda,Raw sequencing data (Illumina HiSeq2500) for nextRAD libraries from two scleractinian coral species: 109 colonies of Stephanocoenia intersepta and 104 colonies of Agaricia fragilis.,Fragile saucer coral,Agaricia fragilis,NA,104,43790,n,n,"CR, Sofia Beskid via DIPnet datathon",differentation by depth,NA,"2 samples have site codes that don't match those found in Table S1, but resolved with locality from SRA that was also noted in methods of paper",yes,https://doi.org/10.1126/sciadv.1602373,M0020,Agaricia fragilis,nextRAD,Passive Pelagic Dispersal,1,0,0,0,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Agaricia,F,F,T,T,T,F,T,F,F,F,10,https://doi.org/10.1016/0022-0981(88)90027-5,7–14,7,14,10,https://doi.org/10.1016/0022-0981(88)90027-5,Culture chambers,T,B,https://doi.org/10.1016/0022-0981(88)90027-5,T,https://doi.org/10.1016/0022-0981(88)90027-5,F,https://doi.org/10.1016/0022-0981(88)90027-5,L,F,doi:10.1007/s00338-012-0999-4,F,coraltraits.org,F,coraltraits.org,Caribbean,coraltraits.org,NA,NA,NA,NA,0.4,0.146128035678238,https://doi.org/10.1016/0022-0981(88)90027-5,4.74,doi: 10.3354/dao069033,1–3,https://animaldiversity.org/accounts/Acropora_millepora/,INDET,99,NA,I,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JW,NA,https://coraltraits.org/species/202,NA,NA,TRUE
PRJNA385083_Agaricia-undata,PRJNA385083,Genetic diversity of Agaricia undata in Colombia,Raw sequencing data for nextRAD libraries from Agaricia undata,Scroll coral,Agaricia undata,NA,44,43790,y,n,anonymous Marinerd,pay attention to depth too,NA,NA,yes,https://www.frontiersin.org/articles/10.3389/fmars.2018.00029,NA,Agaricia undata,nextRAD,Passive Pelagic Dispersal,1,0,0,0,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Agaricia,F,F,F,T,T,F,T,F,F,F,10,https://doi.org/10.1016/0022-0981(88)90027-5,7–14,7,14,10,https://doi.org/10.1016/0022-0981(88)90027-5,Culture chambers,T,B,https://doi.org/10.1016/0022-0981(88)90027-5,T,https://doi.org/10.1016/0022-0981(88)90027-5,F,https://doi.org/10.1016/0022-0981(88)90027-5,L,F,doi:10.1007/s00338-012-0999-4,F,coraltraits.org,F,coraltraits.org,Caribbean,coraltraits.org,NA,NA,NA,NA,0.4,0.146128035678238,https://doi.org/10.1016/0022-0981(88)90027-5,4.74,doi: 10.3354/dao069033,1–3,https://animaldiversity.org/accounts/Acropora_millepora/,INDET,99,NA,I,coraltraits.org,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JW,NA,https://coraltraits.org/species/207,NA,NA,TRUE
PRJNA304763_Aiptasia,PRJNA304763,Aiptasia Raw sequence reads,The goal of this study was to investigate patterns of genome-wide polymorphism in Aiptasia sea anemones using low coverage genomic sequencing information from 10 individuals. Genomic DNA from 8 anemones harboring symbiotic algae (Symbiodinium sp.) and 2 anemones without symbiotic algae were sequenced.,NA,Aiptasia,NA,10,43790,n,n,CR,"vague locations, few individuals",NA,NA,no,NA,NA,Aiptasia prima,NA,NA,1,NA,NA,0,NA,Animalia,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Aiptasia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA294760_Amphiprion-bicinctus,PRJNA294760,Amphiprion bicinctus Raw sequence reads,"We evaluated the genomic composition of the Two-band Anemonefish Amphiprion bicinctus across its entire geographic range as well as one of its closest relatives, Amphiprion omanensis and putative hybrids of these two species from an intermediate suture zone (Socotra island). We performed a genome-wide scan using a genotyping by sequencing approach using a double restriction-site associated DNA protocol. Our results confirmed the presence of these previously described barriers and suggested that the observed signals of genomic divergence across them differed between barriers and were not fully consistent with the intrinsic expected nature of each one of them (environmental versus ancient physical barrier). Finally, our data confirmed the presence of hybrids between A. bicinctus and A. omanensis at Socotra. Interestingly, these results also indicate complex patterns of genomic admixture between A. bicinctus and A. omanensis in the Gulf of Aden with introgression of A. omanensis alleles as far as the Southern Red Sea.",Twoband anemonefish,Amphiprion bicinctus,NA,103,43790,y,n,anonymous Marinerd,good,NA,NA,yes,https://onlinelibrary.wiley.com/doi/epdf/10.1111/mec.13471,NA,Amphiprion bicinctus,ddRAD,Passive Pelagic Dispersal,1,0,0,0,0,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,F,F,F,F,T,F,F,T,F,F,11,https://link.springer.com/content/pdf/10.1007/s00338-015-1266-2.pdf,NA,NA,NA,11,NA,"""personal observation""",F,B,https://link.springer.com/content/pdf/10.1007/s00338-015-1266-2.pdf,T,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",N,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",P,F,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",F,(general knowledge),F,NA,NA,NA,800–1000,https://www.int-res.com/articles/meps/151/m151p295.pdf | 10.1007/s00338-015-1380-1 HAS INFO ON CONGENER,365,https://www.int-res.com/articles/meps/151/m151p295.pdf,3,0.6020599913279624,http://www.ipcbee.com/vol22/11-CAAS2011-X026.pdf,14,fishbase,1–2,https://www.int-res.com/articles/meps/151/m151p295.pdf,20,20,NA,I,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,TRUE
PRJNA563695_Amphiprion-clarkii,PRJNA563695,clownfish,blah blah,Yellowtail clownfish,Amphiprion clarkii,NA,2881,43790,n,n,Sofia Beskid via DIPnet datathon,NA,NA,got metadata from author via email,yes,https://onlinelibrary.wiley.com/doi/full/10.1111/mec.15732,M0066,Amphiprion clarkii,ddRAD,Passive Pelagic Dispersal,1,0,0,0,0,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,F,F,F,F,T,F,F,T,F,F,8.8,https://www.jstor.org/stable/pdf/1445439.pdf,7–11,7,11,8.8,https://www.jstor.org/stable/pdf/1445439.pdf,otolith,F,B,https://www.jstor.org/stable/pdf/1445439.pdf,T,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",N,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",P,F,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",F,(general knowledge),F,NA,NA,NA,500,https://www.jstage.jst.go.jp/article/jji1950/32/2/32_2_248/_pdf/-char/ja,24,https://www.jstage.jst.go.jp/article/jji1950/32/2/32_2_248/_pdf/-char/ja,2.35,0.5250448070368452,http://www.ipcbee.com/vol22/11-CAAS2011-X026.pdf,15,fishbase,1–2,NA,13,13,https://www.jstor.org/stable/1444899?seq=3#metadata_info_tab_contents,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,TRUE
PRJNA295689_Anas-platyrhynchos,PRJNA295689,ddRAD sequencing for Mexican ducks and mallards,"Speciation is a continuous and dynamic process, and studying organisms during the early stages of this process can aid in identifying speciation mechanisms. The mallard (Anas platyrhynchos) and Mexican duck (A. [p.] diazi) are two recently diverged taxa with a history of hybridization and controversial taxonomy. To understand their evolutionary history, we conducted genomic scans to characterize patterns of genetic diversity and divergence across the mitochondrial DNA (mtDNA) control region, 3523 autosomal loci, and 172 Z-linked sex chromosome loci. Between the two taxa, Z-linked loci (‘_ST = 0.088) were 5.2 times more differentiated than autosomal DNA (‘_ST = 0.017) but comparable to mtDNA (‘_ST = 0.092). This elevated Z-differentiation deviated from neutral expectations inferred from simulated data that incorporated demographic history and differences in effective population sizes between marker types. Furthermore, 3% of Z-linked loci, compared to &lt;0.1% of autosomal loci, were detected as outlier loci under divergent selection with elevated relative (‘_ST) and absolute (dXY) estimates of divergence. In contrast, the ratio of Z-linked and autosomal differentiation among the seven Mexican duck sampling locations was close to 1:1 (‘_ST = 0.018 for both markers). We conclude that between mallards and Mexican ducks, divergence at autosomal markers is largely neutral, whereas greater divergence on the Z-chromosome (or some portions thereof) is likely the product of selection that has been important in speciation. Our results contribute to a growing body of literature indicating elevated divergence on the Z chromosome and its likely importance in avian speciation.",mallard,Anas platyrhynchos,NA,17,43790,y,n,anonymous Marinerd,mostly fw ducks,NA,NA,no,https://onlinelibrary.wiley.com/doi/full/10.1111/mec.13402,NA,Anas platyrhynchos,NA,NA,1,1,1,NA,NA,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA409830_Anas-platyrhynchos,PRJNA409830,Anas platyrhynchos breed:shaoxing Raw sequence reads,investigate the casual mutation of blue eggshell of duck,mallard,Anas platyrhynchos,NA,27,43790,n,n,JW,mallard duck,NA,NA,no,NA,NA,Anas platyrhynchos,NA,NA,1,1,1,NA,NA,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA419832_Anas-platyrhynchos,PRJNA419832,duck resequencing data,"To determine the timing of duck domestication in China, as well as identify the genomic regions under selection during domestication",mallard,Anas platyrhynchos,NA,78,43790,n,n,JW,mallard duck,NA,NA,no,NA,NA,Anas platyrhynchos,NA,NA,1,1,1,NA,NA,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA450892_Anas-platyrhynchos,PRJNA450892,Anas platyrhynchos Raw sequence reads,Genome analyses of a wild × domestic cross reveals genes associated with body size and plumage color of ducks,mallard,Anas platyrhynchos,NA,106,43790,n,n,JW,duck,NA,NA,no,NA,NA,Anas platyrhynchos,NA,NA,1,1,1,NA,NA,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
